roll_call,bill_id,bill_raw,name,bioguide_id,party,state,vote,description,question,,,,,,
22,hr165,H R 165,"Gonzalez, V.",G000581,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gooden,G000589,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Goodlander,G000604,D,NH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gosar,G000565,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gottheimer,G000583,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Graves,G000546,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Gray,G000605,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Green (TN),G000590,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Green, Al (TX)",G000553,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Greene (GA),G000596,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Griffith,G000568,R,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Grijalva,G000551,D,AZ,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Grothman,G000576,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Guest,G000591,R,MS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Guthrie,G000558,R,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hageman,H001096,R,WY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hamadeh (AZ),H001098,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Harder (CA),H001090,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Haridopolos,H001099,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Harrigan,H001101,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Harris (MD),H001052,R,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Harris (NC),H001102,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Harshbarger,H001086,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hayes,H001081,D,CT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hern (OK),H001082,R,OK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Higgins (LA),H001077,R,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hill (AR),H001072,R,AR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Himes,H001047,D,CT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hinson,H001091,R,IA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Horsford,H001066,D,NV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Houchin,H001093,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Houlahan,H001085,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hoyer,H000874,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hoyle (OR),H001094,D,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hudson,H001067,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Huffman,H001068,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Huizenga,H001058,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hunt,H001095,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Hurd (CO),H001100,R,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Issa,I000056,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ivey,I000058,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jack,J000311,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jackson (IL),J000309,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jackson (TX),J000304,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jacobs,J000305,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,James,J000307,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jayapal,J000298,D,WA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jeffries,J000294,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Johnson (GA),J000288,D,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Johnson (LA),J000299,R,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Johnson (SD),J000301,R,SD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Johnson (TX),J000310,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Jordan,J000289,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Joyce (OH),J000295,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Joyce (PA),J000302,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kamlager-Dove,K000400,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kaptur,K000009,D,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kean,K000398,R,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Keating,K000375,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kelly (IL),K000385,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kelly (MS),K000388,R,MS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kelly (PA),K000376,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kennedy (NY),K000402,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kennedy (UT),K000403,R,UT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Khanna,K000389,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kiggans (VA),K000399,R,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kiley (CA),K000401,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kim,K000397,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Knott,K000405,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Krishnamoorthi,K000391,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Kustoff,K000392,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,LaHood,L000585,R,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,LaLota,L000598,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,LaMalfa,L000578,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Landsman,L000601,D,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Langworthy,L000600,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Larsen (WA),L000560,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Larson (CT),L000557,D,CT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Latimer,L000606,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Latta,L000566,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lawler,L000599,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lee (FL),L000597,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lee (NV),L000590,D,NV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lee (PA),L000602,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Leger Fernandez,L000273,D,NM,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Letlow,L000595,R,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Levin,L000593,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Liccardo,L000607,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lieu,L000582,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lofgren,L000397,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Loudermilk,L000583,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lucas,L000491,R,OK,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Luna,L000596,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Luttrell,L000603,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Lynch,L000562,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mace,M000194,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mackenzie,M001230,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Magaziner,M001223,D,RI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Malliotakis,M000317,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Maloy,M001228,R,UT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mann,M000871,R,KS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mannion,M001231,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Massie,M001184,R,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mast,M001199,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Matsui,M001163,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McBath,M001208,D,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McBride,M001238,D,DE,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McCaul,M001157,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McClain,M001136,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McClain Delaney,M001232,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McClellan,M001227,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McClintock,M001177,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McCollum,M001143,D,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McCormick,M001218,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McDonald Rivet,M001237,D,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McDowell,M001240,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McGarvey,M001220,D,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McGovern,M000312,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McGuire,M001239,R,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,McIver,M001229,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Meeks,M001137,D,NY,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Menendez,M001226,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Meng,M001188,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Messmer,M001233,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Meuser,M001204,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mfume,M000687,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Miller (IL),M001211,R,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Miller (OH),M001222,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Miller (WV),M001205,R,WV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Miller-Meeks,M001215,R,IA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mills,M001216,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Min,M001241,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moolenaar,M001194,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moore (AL),M001212,R,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moore (NC),M001236,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moore (UT),M001213,R,UT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moore (WI),M001160,D,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moore (WV),M001235,R,WV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moran,M001224,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Morelle,M001206,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Morrison,M001234,D,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moskowitz,M001217,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Moulton,M001196,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mrvan,M001214,D,IN,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Mullin,M001225,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Murphy,M001210,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Nadler,N000002,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Neal,N000015,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Neguse,N000191,D,CO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Nehls,N000026,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Newhouse,N000189,R,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Norcross,N000188,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Norman,N000190,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Nunn (IA),N000193,R,IA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Obernolte,O000019,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ocasio-Cortez,O000172,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ogles,O000175,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Olszewski,O000176,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Omar,O000173,D,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Onder,O000177,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Owens,O000086,R,UT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pallone,P000034,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Palmer,P000609,R,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Panetta,P000613,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pappas,P000614,D,NH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pelosi,P000197,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Perez,G000600,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Perry,P000605,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Peters,P000608,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pettersen,P000620,D,CO,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pfluger,P000048,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pingree,P000597,D,ME,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pocan,P000607,D,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pou,P000621,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Pressley,P000617,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Quigley,Q000023,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
